Phonetic component,Onyomi,Vocab Quiz,Vocab Quiz answer,% kanji with commonly used vocab,No. of kanji,Onyomi count,Score
仞,ジン(仞),"千[じん]:[n-comm]bottomless; great depth; great height
千[じん]:[n-comm]bottomless; great depth; great height","千仞(せんじん)
千仞(せんじん)",1,1,1,2
魑,チ(魑),"[ち]魅魍魎:[n-comm]evil spirits of rivers and mountains
[ち]魅:[n-comm]mountain demon","魑魅魍魎(ちみもうりょう)
魑魅(ちみ)",1,1,1,2
魔,マ(魔),"断末[ま]:[n-comm]agonies of death; death throes; hour of death; one's last moments
通り[ま]:[n-comm]demon who brings misfortune to houses or people he passes by; random attacker; slasher","断末魔(だんまつま)
通り魔(とおりま)",1,1,1,2
鳴,メイ(鳴),"百家争[めい]:[n-comm]let a hundred schools of thought contend
雷[めい]:[n-comm]crash of thunder; thunder; thunderclap","百家争鳴(ひゃっかそうめい)
雷鳴(らいめい)",1,1,1,2
鷯,リョウ(鷯),鷦[りょう]:[n-comm]winter wren (Troglodytes troglodytes),鷦鷯(しょうりょう),1,1,1,2
麸,フ(麸),"天[ぷ]羅:[n-comm]deep-fried fish and vegetables in a light batter; tempura
天[ぷ]羅:[n-comm]deep-fried fish and vegetables in a light batter; tempura","天麸羅(てんぷら)
天麸羅(てんぷら)",1,1,1,2
麒,キ(麒),"[き]麟:[n-comm]giraffe (Giraffa camelopardalis); horse that can ride 1000 ri in a day; qilin (Chinese unicorn)
[き]麟:[n-comm]giraffe (Giraffa camelopardalis); horse that can ride 1000 ri in a day; qilin (Chinese unicorn)","麒麟(きりん)
麒麟(きりん)",1,1,1,2
鼕,トウ(鼕),"[とう][とう]:[adv-to;adjtaru]sound of bells or drums reverberating; sound of water or waves resounding
[とう][とう]:[adv-to;adjtaru]sound of bells or drums reverberating; sound of water or waves resounding","鼕鼕(とうとう)
鼕鼕(とうとう)",1,1,1,2
塾,ジュク(塾),"入[じゅく]:[n-comm;n-suru]enrolling at a cram school
私[じゅく]:[n-comm]private school (in the Edo period, orig. run by Confucianists); small private school (esp. for cramming)","入塾(にゅうじゅく)
私塾(しじゅく)",1,1,1,2
墾,コン(墾),"開[こん]:[n-comm;n-suru;trnsitv]clearing; cultivating new land; reclamation
開[こん]地:[n-comm]cultivated land","開墾(かいこん)
開墾地(かいこんち)",1,1,1,2
壁,ヘキ(壁),"鉄[ぺき]:[n-no;n-comm]impregnable fortress; iron wall; cast-iron; impregnable; invulnerable; unassailable
側[へき]:[n-comm]side wall","鉄壁(てっぺき)
側壁(そくへき)",1,1,1,2
壌,ジョウ(壌),"天[じょう]:[n-comm]heaven and earth
日本土[じょう]動物学会:[n-comm]Japanese Society of Soil Zoology","天壌(てんじょう)
日本土壌動物学会(にっぽんどじょうどうぶつがっかい)",1,1,1,2
培,バイ(培),"[ばい]養:[n-comm;n-suru;trnsitv]cultivation; cultivation (e.g. of a skill); cultivation (of plants); culture; growing; growth; nurture (of democracy, nation...
[ばい]養液:[n-comm]broth; culture fluid; culture solution","培養(ばいよう)
培養液(ばいようえき)",1,1,1,2
堙,イン(堙),"[いん]滅:[n-comm;n-suru;intrnsv]concealment; destruction (esp. of evidence); hiding; spoliation; suppression
[いん]滅:[n-comm;n-suru;intrnsv]concealment; destruction (esp. of evidence); hiding; spoliation; suppression","堙滅(いんめつ)
堙滅(いんめつ)",1,1,1,2
報,ホウ(報),"[ほう]国:[n-comm]patriotism
確[ほう]:[n-comm]confirmed data; definite report","報国(ほうこく)
確報(かくほう)",1,1,1,2
嫣,エン(嫣),"[えん]然一笑:[n-comm;n-suru]giving a charming (bewitching) smile
[えん]然:[adv-to;adjtaru]gracious; like the smiling of a beauty; sweetly smiling","嫣然一笑(えんぜんいっしょう)
嫣然(えんぜん)",1,1,1,2
嬉,キ(嬉),"[き][き]:[adv-to;adjtaru]gleeful; joyful; merry
[き][き]:[adv-to;adjtaru]gleeful; joyful; merry","嬉嬉(きき)
嬉嬉(きき)",1,1,1,2
婆,バ(婆),"老[ば]:[n-comm]old woman
[ば]さん:[n-comm]female senior citizen; grandmother; old woman","老婆(ろうば)
婆さん(ばさん)",1,1,1,2
婪,ラン(婪),"貪[らん]:[adj-n;n-comm]covetousness; greed
貪[らん]:[adj-n;n-comm]covetousness; greed","貪婪(たんらん)
貪婪(どんらん)",1,1,1,2
始,シ(始),"原[し]人:[n-comm]primitive man
終[し]一貫:[adv]consistently; throughout; unchangingly","原始人(げんしじん)
終始一貫(しゅうしいっかん)",1,1,1,2
妍,ケン(妍),"[けん]:[n-comm]beauty
[けん]醜:[n-comm]beauty and ugliness","妍(けん)
妍醜(けんしゅう)",1,1,1,2
妨,ボウ(妨),"電磁[ぼう]害:[n-comm]electromagnetic interference; EMI
電波[ぼう]害:[n-comm;n-suru](electronic) jamming","電磁妨害(でんじぼうがい)
電波妨害(でんぱぼうがい)",1,1,1,2
味,ミ(味),"香[み]:[n-comm]flavor; flavour; smell and taste
小気[み]良い:[adj-ii]brisk; delightful; gratifying; piquant; satisfying","香味(こうみ)
小気味良い(こきみよい)",1,1,1,2
咏,エイ(咏),"[えい]:[n-comm]chanting; composed poem; composition (of a poem); recitation (of a poem); singing
[えい]春拳:[n-comm]Wing Chun (traditional Chinese martial art)","咏(えい)
咏春拳(えいしゅんけん)",1,1,1,2
哲,テツ(哲),"変[てつ]:[adj-n;n-comm]something odd; something out of the ordinary; something unusual
[てつ]人:[n-comm]philosopher; sage; wise man","変哲(へんてつ)
哲人(てつじん)",1,1,1,2
啾,シュウ(啾),"鬼哭[しゅう][しゅう]:[adv-to;adjtaru]spine-chilling (hair-raising) (like the wailing and weeping of a restless ghost)
鬼哭[しゅう][しゅう]:[adv-to;adjtaru]spine-chilling (hair-raising) (like the wailing and weeping of a restless ghost)","鬼哭啾啾(きこくしゅうしゅう)
鬼哭啾啾(きこくしゅうしゅう)",1,1,1,2
嗅,キュウ(嗅),"無[きゅう]覚:[n-comm]anosmia; smell blindness
[きゅう]覚障害:[n-comm]dysosmia","無嗅覚(むきゅうかく)
嗅覚障害(きゅうかくしょうがい)",1,1,1,2
嘛,マ(嘛),"達頼喇[ま]:[n-comm]Dalai Lama
達頼喇[ま]:[n-comm]Dalai Lama","達頼喇嘛(だらいらま)
達頼喇嘛(だらい・らま)",1,1,1,2
嘱,ショク(嘱),"[しょく]望:[n-comm;n-suru;trnsitv]expecting much of; having great hopes for (someone's future); pinning one's hopes on
[しょく]望:[n-comm;n-suru;trnsitv]expecting much of; having great hopes for (someone's future); pinning one's hopes on","嘱望(しょくぼう)
嘱望(しょくぼう)",1,1,1,2
吐,ト(吐),"おう[と]:[n-no;n-comm;n-suru;trnsitv]emesis; vomiting
嘔[と]:[n-no;n-comm;n-suru;trnsitv]emesis; vomiting","おう吐(おうと)
嘔吐(おうと)",1,1,1,2
姻,イン(姻),"婚[いん]:[n-no;n-comm;n-suru;intrnsv]marriage; matrimony
婚[いん]届:[n-comm]marriage registration","婚姻(こんいん)
婚姻届(こんいんとどけ)",1,1,1,2
孵,フ(孵),"[ふ]化:[n-comm;n-suru;intrnsv;trnsitv]hatching; incubation
[ふ]化器:[n-comm]incubator","孵化(ふか)
孵化器(ふかき)",1,1,1,2
婚,コン(婚),"金[こん]式:[n-comm]golden wedding (anniversary)
早[こん]:[n-comm]early marriage; marrying young","金婚式(きんこんしき)
早婚(そうこん)",1,1,1,2
媚,ビ(媚),"[び]態:[n-comm]coquetry
[び]薬:[n-comm]aphrodisiac; love potion; philter","媚態(びたい)
媚薬(びやく)",1,1,1,2
嬪,ヒン(嬪),"妃[ひん]:[n-comm]emperor's female attendant; emperor's wife and concubines
別[ぴん]:[n-comm]beautiful woman; high-quality goods; pretty girl; special article","妃嬪(ひひん)
別嬪(べっぴん)",1,1,1,2
寐,ビ(寐),"夢[び]:[n-comm;n-suru]asleep; dreaming
[び]語:[n-comm]nonsense; sleep-talking","夢寐(むび)
寐語(びご)",1,1,1,2
寒,カン(寒),"酷[かん]:[n-comm]bitter cold; intense cold; severe cold
酷[かん]:[n-comm]bitter cold; intense cold; severe cold","酷寒(こくかん)
酷寒(こっかん)",1,1,1,2
寝,シン(寝),"[しん]食:[n-comm;n-suru]bed and food; eating and sleeping
[しん]台:[n-comm]bed; couch","寝食(しんしょく)
寝台(しんだい)",1,1,1,2
寡,カ(寡),"[か]作:[adj-n;n-comm]unprolific (writer, artist, etc.)
多[か]:[n-comm]amount; degree (of something); greatness or smallness (of something); number; quantity; size","寡作(かさく)
多寡(たか)",1,1,1,2
侫,ネイ(侫),便[ねい]:[adj-n;n-comm]adulation; flattery,便侫(べんねい),1,1,1,2
宋,ソウ(宋),"[そう]儒:[n-comm]Song dynasty Confucian scholars
[そう]明理学:[n-comm]neo-Confucianism","宋儒(そうじゅ)
宋明理学(そうみんりがく)",1,1,1,2
宦,カン(宦),"[かん]者:[n-comm]eunuch
[かん]官:[n-comm]eunuch","宦者(かんじゃ)
宦官(かんがん)",1,1,1,2
尖,セン(尖),"[せん]鋭:[n-no;adj-n;n-comm]acute; radical; sharp
[せん]鋭:[n-no;adj-n;n-comm]acute; radical; sharp","尖鋭(せんえい)
尖鋭(せんえい)",1,1,1,2
嵌,カン(嵌),"象[がん]:[n-comm;n-suru;trnsitv]inlay (work); inlaying
象[がん]:[n-comm;n-suru;trnsitv]inlay (work); inlaying","象嵌(ぞうがん)
象嵌(ぞうがん)",1,1,1,2
層,ソウ(層),"[そう]群:[n-comm](geol) group
下[そう]:[n-no;n-comm]layer beneath; lower layer; lower strata (classes)","層群(そうぐん)
下層(かそう)",1,1,1,2
囲,イ(囲),"広範[い]:[adj-n;n-comm]extensive; vast range; wide scope
包[い]:[n-comm;n-suru;trnsitv]besiegement; encirclement; envelopment; siege; surrounding","広範囲(こうはんい)
包囲(ほうい)",1,1,1,2
壅,ヨウ(壅),懸[よう]垂:[n-comm]uvula,懸壅垂(けんようすい),1,1,1,2
圓,エン(圓),"湯[えん]:[n-comm]Chinese dumplings made from glutinous rice flour; tang yuan; tangyuan
湯[えん]:[n-comm]Chinese dumplings made from glutinous rice flour; tang yuan; tangyuan","湯圓(たんえん)
湯圓(たんゆえん)",1,1,1,2
塘,トウ(塘),"堤[とう]:[n-comm]bank; dike; embankment
隄[とう]:[n-comm]bank; dike; embankment","堤塘(ていとう)
隄塘(ていとう)",1,1,1,2
墓,ボ(墓),"[ぼ]碑:[n-comm]gravestone; tombstone
[ぼ]所:[n-comm]graveyard","墓碑(ぼひ)
墓所(ぼしょ)",1,1,1,2
塔,トウ(塔),"金字[とう]:[n-comm]landmark achievement; monumental work; pyramid
仏[とう]:[n-comm]pagoda; stupa","金字塔(きんじとう)
仏塔(ぶっとう)",1,1,1,2
塚,チョウ(塚),"陪[ちょう]:[n-comm]satellite burial mound; subsidiary burial mound (Kofun period)
円[ちょう]:[n-comm]round burial mound","陪塚(ばいちょう)
円塚(えんちょう)",1,1,1,2
均,キン(均),"単純平[きん]:[n-comm]arithmetic average; simple average
[きん]質:[n-no;adj-n;n-comm]homogeneity; homogeneous","単純平均(たんじゅんへいきん)
均質(きんしつ)",1,1,1,2
妃,ヒ(妃),"[ひ]殿下:[n-comm]Her Royal Highness; princess
皇太子[ひ]:[n-comm]crown princess","妃殿下(ひでんか)
皇太子妃(こうたいしひ)",1,1,1,2
壺,コ(壺),"酒[こ]:[n-comm]jar containing alcohol; sake jar
扁[こ]:[n-comm]circular flat stoneware flask","酒壺(しゅこ)
扁壺(へんこ)",1,1,1,2
暗,アン(暗),"[あん]夜:[n-comm]dark night
[あん]算:[n-comm;n-suru;trnsitv]mental arithmetic","暗夜(あんや)
暗算(あんざん)",1,1,1,2
曖,アイ(曖),"[あい]昧:[adj-n;n-comm]ambiguous; disreputable; fuzzy; shady; unclear; vague
[あい]昧:[adj-n;n-comm]ambiguous; disreputable; fuzzy; shady; unclear; vague","曖昧(あいまい)
曖昧(あいまい)",1,1,1,2
曠,コウ(曠),"[こう]野:[n-comm]wide plain
[こう]野:[n-comm]wide plain","曠野(こうや)
曠野(こうや)",1,1,1,2
旭,キョク(旭),"[きょく]日:[n-comm]rising sun
[きょく]日昇天:[n-no;n-comm]full of vigor and vitality (like the rising sun); in the ascendant","旭日(きょくじつ)
旭日昇天(きょくじつしょうてん)",1,1,1,2
杳,ヨウ(杳),"[よう]:[adv-to;adjtaru]dark; not understood; unknown
[よう]として:[adv;expr](no information) whatsoever; at all; completely; utterly (unknown; esp. of someone's whereabouts)","杳(よう)
杳として(ようとして)",1,1,1,2
斧,フ(斧),"鉄[ぷ]:[n-comm]iron axe head
握[ふ]:[n-comm]hand-axe","鉄斧(てっぷ)
握斧(あくふ)",1,1,1,2
擒,キン(擒),生[きん]:[n-comm;n-suru]capturing something alive,生擒(せいきん),1,1,1,2
掲,ケイ(掲),"[けい]揚:[n-comm;n-suru;trnsitv]flying; hoisting (e.g. a flag); putting up; raising
[けい]示:[n-comm;n-suru;trnsitv]bulletin; notice; placard; post; posting","掲揚(けいよう)
掲示(けいじ)",1,1,1,2
掘,クツ(掘),"試[くつ]:[n-comm;n-suru;trnsitv]prospecting; trial digging
盗[くつ]:[n-comm;n-suru;trnsitv]grave robbing; illegal digging; illegal mining; tomb robbing","試掘(しくつ)
盗掘(とうくつ)",1,1,1,2
括,カツ(括),"一[かつ]払い:[n-comm]lump-sum payment; paying the entire sum in one transaction
統[かつ]:[n-comm;n-suru]bringing together; control; generalization; supervision; unification","一括払い(いっかつばらい)
統括(とうかつ)",1,1,1,2
換,カン(換),"交[かん]手:[n-comm]operator (e.g. telephone)
交[かん]条件:[n-comm]bargaining point; conditions for meeting a demand; terms of exchange","交換手(こうかんしゅ)
交換条件(こうかんじょうけん)",1,1,1,2
揮,キ(揮),"指[き]棒:[n-comm]conductor's baton; conductor's stick
[き]毫:[n-comm;n-suru;trnsitv]drawing; painting; writing (esp. commissioned calligraphy)","指揮棒(しきぼう)
揮毫(きごう)",1,1,1,2
揶,ヤ(揶),"[や]揄:[n-comm;n-suru;trnsitv]banter; making fun of; raillery; ridicule; teasing
[や]揄嘲笑:[n-comm;n-suru](casting) ridicule and scorn (upon); ridicule and sneering","揶揄(やゆ)
揶揄嘲笑(やゆちょうしょう)",1,1,1,2
損,ソン(損),"[そん]じる:[v1;intrnsv]to damage; to harm; to hurt; to injure
[そん]じ:[n-comm]error; failure; slip","損じる(そんじる)
損じ(そんじ)",1,1,1,2
搬,ハン(搬),"[はん]出:[n-comm;n-suru;trnsitv]carrying out (esp. heavy objects, artwork, furniture); taking out
[はん]送:[n-comm;n-suru;trnsitv]conveyance; delivery; hospitalization; transfer to hospital; transportation","搬出(はんしゅつ)
搬送(はんそう)",1,1,1,2
摯,シ(摯),"真[し]:[adj-n;n-comm]earnest; serious; sincere
[し]実:[adj-n]honest; serious; sincere","真摯(しんし)
摯実(しじつ)",1,1,1,2
梧,ゴ(梧),"[ご]桐:[n-comm]Chinese parasol-tree (Firmiana simplex); Chinese-bottletree; Japanese varnishtree; phoenix-tree
梯[ご]:[n-comm]Indian coral tree (Erythrina variegata)","梧桐(ごとう)
梯梧(でいご)",1,1,1,2
棋,キ(棋),"[き]界:[n-comm]go circles; shogi circles; world of go; world of shogi
詰将[ぎ]:[n-comm]composed shogi problem","棋界(きかい)
詰将棋(つめしょうぎ)",1,1,1,2
棚,ホウ(棚),"陸[ほう]:[n-comm]continental shelf
氷[ほう]:[n-comm]ice shelf","陸棚(りくほう)
氷棚(ひょうほう)",1,1,1,2
植,ショク(植),"写[しょく]:[n-comm]phototypesetting
水生[しょく]物:[n-comm]aquatic plant","写植(しゃしょく)
水生植物(すいせいしょくぶつ)",1,1,1,2
椒,ショウ(椒),"蕃[しょう]:[n-comm]capsicum (Capsicum annuum, esp. the cultivated chili peppers); cayenne; chili pepper (chile, chilli); red pepper; shichimi pepper
蕃[しょう]:[n-comm]capsicum (Capsicum annuum, esp. the cultivated chili peppers); cayenne; chili pepper (chile, chilli); red pepper; shichimi pepper","蕃椒(ばんしょう)
蕃椒(ばんしょう)",1,1,1,2
楷,カイ(楷),"[かい]書:[n-comm]block style; printed style (of writing Chinese characters); square style; standard style
[かい]:[n-comm]block style; Chinese pistache (Pistacia chinensis); regular script (of Chinese characters); square style; standard style","楷書(かいしょ)
楷(かい)",1,1,1,2
榑,フ(榑),"[ふ]桑:[n-comm]Chinese hibiscus (Hibiscus rosa-sinensis); divine tree or island east of China (in Chinese mythology); Fusang; Japan
[ふ]桑:[n-comm]Chinese hibiscus (Hibiscus rosa-sinensis); divine tree or island east of China (in Chinese mythology); Fusang; Japan","榑桑(ふそう)
榑桑(ふそう)",1,1,1,2
構,コウ(構),"遺[こう]:[n-comm](archaeological) remains; ancient foundation; remnants (of ancient structures)
虚[こう]:[n-no;n-comm;n-suru;trnsitv]concoction; fabrication; fiction","遺構(いこう)
虚構(きょこう)",1,1,1,2
樺,カ(樺),"在[か]こりあん:[n-comm]Koreans residing on Sakhalin island
[か]太鷲:[n-comm]greater spotted eagle (Aquila clanga)","在樺こりあん(ざいかこりあん)
樺太鷲(からふとわし)",1,1,1,2
柄,ヘイ(柄),"押[へい]:[adj-n;n-comm]arrogant; haughty; insolent
横[へい]:[adj-n;n-comm]arrogant; haughty; insolent","押柄(おうへい)
横柄(おうへい)",1,1,1,2
根,コン(根),"心[こん]:[n-comm]disposition; heart; innermost feelings; motive; nature; spirit
[こん]治:[n-comm;n-suru;intrnsv;trnsitv]complete cure; complete recovery; radical cure","心根(しんこん)
根治(こんち)",1,1,1,2
桴,フ(桴),"天[ぷ]:[n-comm]balance; balance wheel (in a watch)
天[ぷ]:[n-comm]balance; balance wheel (in a watch)","天桴(てんぷ)
天桴(てんぷ)",1,1,1,2
柢,テイ(柢),"根[てい]:[n-comm]basis; foundation; root
根[てい]:[n-comm]basis; foundation; root","根柢(こんてい)
根柢(こんてい)",1,1,1,2
梓,シ(梓),"[し]:[n-comm]catalpa bow; catalpa medium; Japanese cherry birch (Betula grossa); Japanese mallotus (Mallotus japonicus); printing block; yellow catalpa ...
[し]:[n-comm]catalpa bow; catalpa medium; Japanese cherry birch (Betula grossa); Japanese mallotus (Mallotus japonicus); printing block; yellow catalpa ...","梓(し)
梓(し)",1,1,1,2
廓,カク(廓),"城[かく]:[n-comm]castle; castle walls; citadel; enclosure; fortress
外[かく]:[n-comm]contour; outer block; outer enclosure; outer fence; outline","城廓(じょうかく)
外廓(がいかく)",1,1,1,2
悄,ショウ(悄),"[しょう]然:[adv-to;adjtaru]crestfallen; dejected; discouraged; dispirited
[しょう][しょう]:[adv-to;adjtaru]dejected; in low spirits; sad","悄然(しょうぜん)
悄悄(しょうしょう)",1,1,1,2
忖,ソン(忖),"[そん]度:[n-comm;n-suru;intrnsv;trnsitv]conjecture; guess; surmise (about someone's feelings); (showing) deference (to); consideration (of someone's wishes)...
[そん]度ますく:[n-comm]wearing a face mask solely to avoid upsetting others (during the COVID-19 pandemic); wearing a mask to not stand out","忖度(そんたく)
忖度ますく(そんたくますく)",1,1,1,2
